mean_abs_harsei_diff,mean_pearson_r,max_grade_changed_percent,mean_grade_changed_percent,mean_main_hai,mean_nolucc_hai
0.016139391660690307,0.9828661520433036,12.350737717225519,11.400453955976339,0.053464272618293764,0.007226176036056131
