class,pixels,percent,awrsei_median_threshold,hai_median_threshold
Low state / low pressure,143329,28.25842652324096,0.5370861887931824,0.01823456585407257
Low state / high pressure,110274,21.741376318985505,0.5370861887931824,0.01823456585407257
High state / low pressure,110275,21.74157347675904,0.5370861887931824,0.01823456585407257
High state / high pressure,143330,28.258623681014495,0.5370861887931824,0.01823456585407257
