variable,p_low,p_high,direction
NDVI,0.05698329973965883,0.8208100199699402,1
WET,-0.36257544219493865,-0.06873511403799056,1
NDBSI,-0.03601787742227316,0.14871364161372186,-1
LST,9.035555839538574,41.45000076293945,-1
SRSI,0.18133631348609924,0.9676097792387008,-1
POP,0.0,0.282874828875065,1
LIGHT,0.0,7.0,1
LUCC_SCORE,0.0,7.0,1
