start_month,ndwi_threshold,mean_land_area_km2,mean_water_area_km2,mean_snow_fraction_all,mean_snow_fraction_high_elevation,mean_snow_area_fraction_gt_0_1,land_area_pct_vs_threshold_0_2,water_area_pct_vs_threshold_0_2
4,0.0,328065.62391434243,5575.9579162119135,0.10406873268150058,0.22608730235459837,0.3390473605214577,-1.4010593588413645,509.8938867321828
4,0.1,332097.50222852186,1544.0796020302264,0.10406873268150058,0.22608730235459837,0.3390473605214577,-0.18929286581816065,68.89021116319107
4,0.2,332727.3313293555,914.2505011958634,0.10406873268150058,0.22608730235459837,0.3390473605214577,0.0,0.0
4,0.3,333034.08761098125,607.4942195698632,0.10406873268150058,0.22608730235459837,0.3390473605214577,0.09219449463324156,-33.552760564501206
5,0.0,329174.4400828331,4466.984570141361,0.055280525441757516,0.15633773990052857,0.18853449324337115,-0.9365782371504708,229.70059682487195
5,0.1,331985.059081619,1656.3655713532164,0.055280525441757516,0.15633773990052857,0.18853449324337115,-0.09073633271420041,22.253549091181128
5,0.2,332286.5637236439,1354.8609293279812,0.055280525441757516,0.15633773990052857,0.18853449324337115,0.0,0.0
5,0.3,332575.12924960017,1066.2954033713236,0.055280525441757516,0.15633773990052857,0.18853449324337115,0.08684236964702295,-21.29853475808678
