component,raw_min_used_for_norm,raw_max_used_for_norm,hai_component_weight
POP,0.0,61.02000045776367,0.3333333333333333
LIGHT,0.0,90.68939208984375,0.3333333333333333
LUCC_SCORE,0.0,10.0,0.3333333333333333
